1,1,119
1,1,143
1,1,184
1,1,122
1,1,135
1,1,105
1,1,142
1,1,142
1,1,145
1,1,153
1,2,136
1,2,178
1,2,138
1,2,148
1,2,149
1,2,160
1,2,134
1,2,134
1,2,135
1,2,143
1,3,143
1,3,136
1,3,157
1,3,150
1,3,152
1,3,142
1,3,164
1,3,153
1,3,144
1,3,134
1,4,164
1,4,171
1,4,138
1,4,166
1,4,139
1,4,143
1,4,135
1,4,176
1,4,146
1,4,144
1,5,176
1,5,156
1,5,164
1,5,137
1,5,130
1,5,144
1,5,174
1,5,133
1,5,132
1,5,159
1,6,122
1,6,129
1,6,133
1,6,170
1,6,154
1,6,137
1,6,144
1,6,153
1,6,127
1,6,162
1,7,145
1,7,152
1,7,183
1,7,147
1,7,125
1,7,136
1,7,146
1,7,180
1,7,156
1,7,149
1,8,152
1,8,175
1,8,153
1,8,184
1,8,126
1,8,160
1,8,148
1,8,115
1,8,149
1,8,155
1,9,150
1,9,127
1,9,155
1,9,143
1,9,167
1,9,169
1,9,135
1,9,108
1,9,145
1,9,173
1,10,164
1,10,153
1,10,153
1,10,189
1,10,149
1,10,155
1,10,153
1,10,164
1,10,136
1,10,117
3,1,117
3,1,133
3,1,94
3,1,137
3,1,134
3,1,111
3,1,137
3,1,112
3,1,104
3,1,123
3,2,140
3,2,124
3,2,128
3,2,117
3,2,155
3,2,147
3,2,119
3,2,156
3,2,124
3,2,130
3,3,122
3,3,141
3,3,135
3,3,125
3,3,151
3,3,113
3,3,140
3,3,130
3,3,147
3,3,125
3,4,125
3,4,164
3,4,142
3,4,153
3,4,125
3,4,139
3,4,164
3,4,156
3,4,142
3,4,146
3,5,126
3,5,127
3,5,139
3,5,143
3,5,132
3,5,118
3,5,135
3,5,150
3,5,138
3,5,156
3,6,122
3,6,151
3,6,142
3,6,155
3,6,169
3,6,151
3,6,159
3,6,167
3,6,185
3,6,133
3,7,154
3,7,134
3,7,163
3,7,112
3,7,139
3,7,139
3,7,152
3,7,125
3,7,162
3,7,185
3,8,150
3,8,176
3,8,154
3,8,143
3,8,126
3,8,142
3,8,146
3,8,134
3,8,148
3,8,162
3,9,139
3,9,135
3,9,151
3,9,153
3,9,143
3,9,135
3,9,136
3,9,171
3,9,163
3,9,136
3,10,133
3,10,182
3,10,149
3,10,143
3,10,150
3,10,137
3,10,146
3,10,158
3,10,117
3,10,149
2,1,126
2,1,138
2,1,128
2,1,146
2,1,151
2,1,120
2,1,97
2,1,106
2,1,145
2,1,123
2,2,162
2,2,140
2,2,145
2,2,121
