temperature,iterations,malus_avg
1.1000000000000003,29,-2001.2666666666667
1.1000000000000003,30,-1941.8666666666666
1.1000000000000003,31,-1947.4
1.1000000000000003,32,-1857.9333333333334
1.1000000000000003,33,-1935.0
1.1000000000000003,34,-1949.4
1.1000000000000003,35,-1922.2
1.1000000000000003,36,-1879.0666666666666
1.1000000000000003,37,-1914.8666666666666
1.1000000000000003,38,-1855.2666666666667
1.1000000000000003,39,-1926.8666666666666
1.3000000000000003,10,-1916.9333333333334
1.3000000000000003,11,-1971.0
1.3000000000000003,12,-1915.1333333333334
1.3000000000000003,13,-1981.4
1.3000000000000003,14,-1957.0
1.3000000000000003,15,-1983.0
1.3000000000000003,16,-2022.0
1.3000000000000003,17,-1960.9333333333334
1.3000000000000003,18,-1945.0666666666666
1.3000000000000003,19,-1912.6666666666667
1.3000000000000003,20,-1971.0
1.3000000000000003,21,-1929.4666666666667
1.3000000000000003,22,-1959.0
1.3000000000000003,23,-1986.6666666666667
1.3000000000000003,24,-2000.1333333333334
1.3000000000000003,25,-1897.0666666666666
1.3000000000000003,26,-1894.9333333333334
1.3000000000000003,27,-1946.0666666666666
1.3000000000000003,28,-1919.0
1.3000000000000003,29,-1966.6
1.3000000000000003,30,-1918.2
1.3000000000000003,31,-1943.4
1.3000000000000003,32,-1884.4666666666667
1.3000000000000003,33,-1914.1333333333334
1.3000000000000003,34,-1986.2
1.3000000000000003,35,-1925.3333333333333
1.3000000000000003,36,-1935.6666666666667
1.3000000000000003,37,-1922.3333333333333
1.3000000000000003,38,-1806.5333333333333
1.3000000000000003,39,-1974.4
1.5000000000000004,10,-1982.0666666666666
1.5000000000000004,11,-1948.6666666666667
1.5000000000000004,12,-1929.6
1.5000000000000004,13,-1996.3333333333333
1.5000000000000004,14,-1970.6666666666667
1.5000000000000004,15,-1969.6
1.5000000000000004,16,-1974.8666666666666
1.5000000000000004,17,-1906.8666666666666
1.5000000000000004,18,-1933.1333333333334
1.5000000000000004,19,-1944.0666666666666
1.5000000000000004,20,-1909.7333333333333
1.5000000000000004,21,-1939.7333333333333
1.5000000000000004,22,-1949.5333333333333
1.5000000000000004,23,-2007.0
1.5000000000000004,24,-1924.6666666666667
1.5000000000000004,25,-1911.3333333333333
1.5000000000000004,26,-1928.3333333333333
1.5000000000000004,27,-1953.0666666666666
1.5000000000000004,28,-1922.9333333333334
1.5000000000000004,29,-1891.0666666666666
1.5000000000000004,30,-1896.0666666666666
1.5000000000000004,31,-1908.2
1.5000000000000004,32,-1845.3333333333333
1.5000000000000004,33,-1956.4666666666667
1.5000000000000004,34,-1942.4
1.5000000000000004,35,-1880.8666666666666
1.5000000000000004,36,-1877.4666666666667
1.5000000000000004,37,-1899.2
1.5000000000000004,38,-1970.2
1.5000000000000004,39,-1915.8
1.7000000000000004,10,-1970.9333333333334
1.7000000000000004,11,-1963.2666666666667
1.7000000000000004,12,-1944.8
1.7000000000000004,13,-1932.8
1.7000000000000004,14,-1953.2666666666667
1.7000000000000004,15,-1927.8666666666666
1.7000000000000004,16,-1985.5333333333333
1.7000000000000004,17,-1982.2666666666667
1.7000000000000004,18,-1953.8
1.7000000000000004,19,-1999.2666666666667
1.7000000000000004,20,-1972.3333333333333
1.7000000000000004,21,-1982.2
1.7000000000000004,22,-1924.2666666666667
1.7000000000000004,23,-1943.6666666666667
1.7000000000000004,24,-1892.7333333333333
1.7000000000000004,25,-1959.0666666666666
1.7000000000000004,26,-1966.2
1.7000000000000004,27,-2001.7333333333333
1.7000000000000004,28,-1889.8666666666666
1.7000000000000004,29,-1956.3333333333333
1.7000000000000004,30,-1985.4
1.7000000000000004,31,-2007.7333333333333
1.7000000000000004,32,-1931.5333333333333
1.7000000000000004,33,-1897.4
1.7000000000000004,34,-1939.2666666666667
1.7000000000000004,35,-1912.7333333333333
1.7000000000000004,36,-1971.9333333333334
1.7000000000000004,37,-1951.8
1.7000000000000004,38,-1965.9333333333334
1.7000000000000004,39,-1919.2
1.9000000000000004,10,-1942.0
1.9000000000000004,11,-1917.6
1.9000000000000004,12,-2038.9333333333334
1.9000000000000004,13,-1951.1333333333334
1.9000000000000004,14,-2075.5333333333333
1.9000000000000004,15,-2010.7333333333333
1.9000000000000004,16,-1979.0
1.9000000000000004,17,-1934.8
1.9000000000000004,18,-1977.6666666666667
1.9000000000000004,19,-1973.8666666666666
1.9000000000000004,20,-1925.8
1.9000000000000004,21,-1946.0
1.9000000000000004,22,-2001.8
1.9000000000000004,23,-1917.8666666666666
1.9000000000000004,24,-1989.9333333333334
1.9000000000000004,25,-1966.4666666666667
1.9000000000000004,26,-1981.7333333333333
1.9000000000000004,27,-1939.0
1.9000000000000004,28,-1961.7333333333333
1.9000000000000004,29,-1954.0
1.9000000000000004,30,-2022.0
1.9000000000000004,31,-2001.8666666666666
1.9000000000000004,32,-1927.2
1.9000000000000004,33,-1941.6666666666667
1.9000000000000004,34,-2020.6
1.9000000000000004,35,-1917.6666666666667
1.9000000000000004,36,-1950.3333333333333
1.9000000000000004,37,-1969.1333333333334
1.9000000000000004,38,-1945.3333333333333
1.9000000000000004,39,-1932.4
2.1000000000000005,10,-1998.6
2.1000000000000005,11,-1949.9333333333334
2.1000000000000005,12,-1986.6
2.1000000000000005,13,-1951.8
2.1000000000000005,14,-1937.0
2.1000000000000005,15,-1945.6666666666667
2.1000000000000005,16,-1991.4666666666667
2.1000000000000005,17,-1914.2
2.1000000000000005,18,-1997.2666666666667
2.1000000000000005,19,-1957.4
2.1000000000000005,20,-1935.8666666666666
2.1000000000000005,21,-1961.1333333333334
2.1000000000000005,22,-2005.9333333333334
2.1000000000000005,23,-1963.6666666666667
2.1000000000000005,24,-1914.2
2.1000000000000005,25,-1990.2666666666667
2.1000000000000005,26,-1965.7333333333333
2.1000000000000005,27,-1950.9333333333334
2.1000000000000005,28,-1960.3333333333333
2.1000000000000005,29,-2013.7333333333333
2.1000000000000005,30,-1878.2
2.1000000000000005,31,-1943.1333333333334
2.1000000000000005,32,-1963.2666666666667
2.1000000000000005,33,-1982.2
2.1000000000000005,34,-1915.5333333333333
2.1000000000000005,35,-1983.7333333333333
2.1000000000000005,36,-1956.3333333333333
2.1000000000000005,37,-1897.0666666666666
2.1000000000000005,38,-1908.9333333333334
2.1000000000000005,39,-1904.8
2.3000000000000007,10,-2002.6666666666667
2.3000000000000007,11,-1950.5333333333333
2.3000000000000007,12,-1986.4
2.3000000000000007,13,-1988.2666666666667
2.3000000000000007,14,-1995.0666666666666
2.3000000000000007,15,-1948.5333333333333
2.3000000000000007,16,-1976.6
2.3000000000000007,17,-1913.6
2.3000000000000007,18,-1882.2666666666667
2.3000000000000007,19,-1912.5333333333333
2.3000000000000007,20,-1984.7333333333333
2.3000000000000007,21,-1949.2
2.3000000000000007,22,-1945.3333333333333
2.3000000000000007,23,-1978.2666666666667
2.3000000000000007,24,-1897.1333333333334
2.3000000000000007,25,-1973.5333333333333
2.3000000000000007,26,-1932.4666666666667
2.3000000000000007,27,-1907.0
2.3000000000000007,28,-1971.4666666666667
2.3000000000000007,29,-1934.9333333333334
2.3000000000000007,30,-1978.2
2.3000000000000007,31,-1971.5333333333333
2.3000000000000007,32,-1915.9333333333334
2.3000000000000007,33,-1960.1333333333334
2.3000000000000007,34,-2028.3333333333333
2.3000000000000007,35,-1969.0
2.3000000000000007,36,-1946.0
2.3000000000000007,37,-1963.2666666666667
2.3000000000000007,38,-1916.2
2.3000000000000007,39,-1937.6666666666667
2.5000000000000004,10,-2002.6666666666667
2.5000000000000004,11,-2001.6
2.5000000000000004,12,-1999.4
2.5000000000000004,13,-1948.9333333333334
2.5000000000000004,14,-1981.9333333333334
2.5000000000000004,15,-1996.4666666666667
2.5000000000000004,16,-1937.1333333333334
2.5000000000000004,17,-1987.8
2.5000000000000004,18,-1953.6
2.5000000000000004,19,-2035.8666666666666
2.5000000000000004,20,-1979.4666666666667
2.5000000000000004,21,-1942.2
2.5000000000000004,22,-1945.6666666666667
2.5000000000000004,23,-1914.0666666666666
2.5000000000000004,24,-1960.2666666666667
2.5000000000000004,25,-2031.2
2.5000000000000004,26,-1988.8666666666666
2.5000000000000004,27,-1914.6
2.5000000000000004,28,-2013.8666666666666
2.5000000000000004,29,-1991.8
2.5000000000000004,30,-1954.2
2.5000000000000004,31,-1955.4666666666667
2.5000000000000004,32,-1923.6666666666667
2.5000000000000004,33,-1953.4
2.5000000000000004,34,-1985.7333333333333
2.5000000000000004,35,-1983.5333333333333
2.5000000000000004,36,-1963.9333333333334
2.5000000000000004,37,-1912.4
2.5000000000000004,38,-1942.0
2.5000000000000004,39,-1947.6
2.7000000000000006,10,-1925.4666666666667
2.7000000000000006,11,-1964.8
2.7000000000000006,12,-1928.8
2.7000000000000006,13,-1996.2
2.7000000000000006,14,-1957.2666666666667
2.7000000000000006,15,-1987.4666666666667
2.7000000000000006,16,-1975.0
2.7000000000000006,17,-2023.0666666666666
2.7000000000000006,18,-1968.6666666666667
2.7000000000000006,19,-1931.4666666666667
2.7000000000000006,20,-1941.3333333333333
2.7000000000000006,21,-1948.3333333333333
2.7000000000000006,22,-1965.0666666666666
2.7000000000000006,23,-1992.7333333333333
2.7000000000000006,24,-1972.7333333333333
2.7000000000000006,25,-1939.8666666666666
2.7000000000000006,26,-1928.0666666666666
2.7000000000000006,27,-1892.8
2.7000000000000006,28,-1976.6
2.7000000000000006,29,-1952.3333333333333
2.7000000000000006,30,-1924.9333333333334
2.7000000000000006,31,-2005.5333333333333
2.7000000000000006,32,-1918.7333333333333
2.7000000000000006,33,-1952.2666666666667
2.7000000000000006,34,-1945.9333333333334
2.7000000000000006,35,-1965.4666666666667
2.7000000000000006,36,-1935.9333333333334
2.7000000000000006,37,-1955.0
2.7000000000000006,38,-1923.0
2.7000000000000006,39,-1946.2666666666667
2.900000000000001,10,-2013.4666666666667
2.900000000000001,11,-1971.8
2.900000000000001,12,-1951.0
2.900000000000001,13,-1995.1333333333334
2.900000000000001,14,-1895.2
2.900000000000001,15,-1907.1333333333334
2.900000000000001,16,-1938.6
2.900000000000001,17,-1986.0666666666666
2.900000000000001,18,-1933.8666666666666
2.900000000000001,19,-2008.6
2.900000000000001,20,-1927.6
2.900000000000001,21,-1968.9333333333334
2.900000000000001,22,-1977.2666666666667
2.900000000000001,23,-1993.5333333333333
2.900000000000001,24,-1973.0666666666666
2.900000000000001,25,-1981.5333333333333
2.900000000000001,26,-1912.0666666666666
2.900000000000001,27,-1940.0666666666666
2.900000000000001,28,-1979.8
2.900000000000001,29,-1943.2666666666667
2.900000000000001,30,-1942.8
2.900000000000001,31,-1972.5333333333333
2.900000000000001,32,-1950.7333333333333
2.900000000000001,33,-1941.7333333333333
2.900000000000001,34,-1948.1333333333334
2.900000000000001,35,-1969.7333333333333
2.900000000000001,36,-1978.2666666666667
2.900000000000001,37,-1895.6666666666667
2.900000000000001,38,-1985.4
2.900000000000001,39,-1991.8
3.1000000000000005,10,-1953.8
3.1000000000000005,11,-1915.9333333333334
3.1000000000000005,12,-1964.7333333333333
3.1000000000000005,13,-1935.0
3.1000000000000005,14,-1975.3333333333333
3.1000000000000005,15,-1972.2
3.1000000000000005,16,-1971.3333333333333
3.1000000000000005,17,-1972.9333333333334
3.1000000000000005,18,-1972.4
3.1000000000000005,19,-1994.1333333333334
3.1000000000000005,20,-2021.9333333333334
3.1000000000000005,21,-1922.4
3.1000000000000005,22,-1950.2
3.1000000000000005,23,-1946.8
3.1000000000000005,24,-1976.6
3.1000000000000005,25,-2017.4
3.1000000000000005,26,-1910.6
3.1000000000000005,27,-2002.8
3.1000000000000005,28,-1950.1333333333334
3.1000000000000005,29,-2002.2666666666667
3.1000000000000005,30,-1939.1333333333334
3.1000000000000005,31,-1955.5333333333333
3.1000000000000005,32,-1912.6666666666667
3.1000000000000005,33,-1940.7333333333333
3.1000000000000005,34,-1945.6
3.1000000000000005,35,-1974.9333333333334
3.1000000000000005,36,-1942.2666666666667
3.1000000000000005,37,-1955.8666666666666
3.1000000000000005,38,-1958.8
3.1000000000000005,39,-1941.5333333333333
3.3000000000000007,10,-1938.1333333333334
3.3000000000000007,11,-1960.2666666666667
3.3000000000000007,12,-1924.5333333333333
3.3000000000000007,13,-1951.4666666666667
3.3000000000000007,14,-1914.9333333333334
3.3000000000000007,15,-1985.3333333333333
3.3000000000000007,16,-1974.8666666666666
3.3000000000000007,17,-1979.9333333333334
3.3000000000000007,18,-1956.0
3.3000000000000007,19,-1977.3333333333333
3.3000000000000007,20,-1951.3333333333333
3.3000000000000007,21,-2001.8666666666666
3.3000000000000007,22,-1948.3333333333333
3.3000000000000007,23,-1981.4666666666667
3.3000000000000007,24,-1922.9333333333334
3.3000000000000007,25,-1923.4
3.3000000000000007,26,-1983.9333333333334
3.3000000000000007,27,-1956.4666666666667
3.3000000000000007,28,-2017.6
3.3000000000000007,29,-1967.2
3.3000000000000007,30,-1947.3333333333333
3.3000000000000007,31,-1957.7333333333333
3.3000000000000007,32,-1945.4
3.3000000000000007,33,-2024.5333333333333
3.3000000000000007,34,-1969.8666666666666
3.3000000000000007,35,-1925.8
3.3000000000000007,36,-1951.8
3.3000000000000007,37,-1981.1333333333334
3.3000000000000007,38,-1992.8
3.3000000000000007,39,-1916.8666666666666
3.500000000000001,10,-1981.7333333333333
3.500000000000001,11,-1951.8666666666666
3.500000000000001,12,-2030.6666666666667
3.500000000000001,13,-1972.8666666666666
3.500000000000001,14,-1949.6666666666667
3.500000000000001,15,-1970.1333333333334
3.500000000000001,16,-1964.6666666666667
3.500000000000001,17,-1991.7333333333333
3.500000000000001,18,-1967.7333333333333
3.500000000000001,19,-1963.9333333333334
3.500000000000001,20,-1945.4
3.500000000000001,21,-1893.8
3.500000000000001,22,-1943.6666666666667
3.500000000000001,23,-1938.3333333333333
3.500000000000001,24,-1956.1333333333334
3.500000000000001,25,-2000.9333333333334
3.500000000000001,26,-1917.4666666666667
3.500000000000001,27,-1918.6666666666667
3.500000000000001,28,-1932.8666666666666
3.500000000000001,29,-1913.2
3.500000000000001,30,-1974.1333333333334
3.500000000000001,31,-1944.0
3.500000000000001,32,-1922.8666666666666
3.500000000000001,33,-2036.0666666666666
3.500000000000001,34,-1920.2666666666667
3.500000000000001,35,-1990.6666666666667
3.500000000000001,36,-1975.2
3.500000000000001,37,-1919.0
3.500000000000001,38,-1935.6
3.500000000000001,39,-1957.0666666666666
3.7000000000000006,10,-1974.6
3.7000000000000006,11,-1912.5333333333333
3.7000000000000006,12,-1963.4666666666667
3.7000000000000006,13,-1893.5333333333333
3.7000000000000006,14,-2041.3333333333333
3.7000000000000006,15,-1998.1333333333334
3.7000000000000006,16,-1993.9333333333334
3.7000000000000006,17,-1997.8666666666666
3.7000000000000006,18,-1915.3333333333333
3.7000000000000006,19,-2013.6
3.7000000000000006,20,-1995.9333333333334
3.7000000000000006,21,-2012.2666666666667
3.7000000000000006,22,-1905.6
3.7000000000000006,23,-1931.4
3.7000000000000006,24,-1976.3333333333333
3.7000000000000006,25,-2001.5333333333333
3.7000000000000006,26,-1995.4666666666667
3.7000000000000006,27,-1981.9333333333334
3.7000000000000006,28,-1939.0
3.7000000000000006,29,-1946.2666666666667
3.7000000000000006,30,-2027.4
3.7000000000000006,31,-1956.0
3.7000000000000006,32,-1993.4
3.7000000000000006,33,-1908.1333333333334
3.7000000000000006,34,-1956.2666666666667
3.7000000000000006,35,-1940.5333333333333
3.7000000000000006,36,-1948.1333333333334
3.7000000000000006,37,-1970.8666666666666
3.7000000000000006,38,-1942.3333333333333
3.7000000000000006,39,-2002.5333333333333
3.900000000000001,10,-2021.8666666666666
3.900000000000001,11,-2018.0
3.900000000000001,12,-2020.4
3.900000000000001,13,-1984.5333333333333
3.900000000000001,14,-1957.8666666666666
3.900000000000001,15,-1938.4666666666667
3.900000000000001,16,-2013.6
3.900000000000001,17,-1940.3333333333333
3.900000000000001,18,-1914.8666666666666
3.900000000000001,19,-2051.8
3.900000000000001,20,-2015.8
3.900000000000001,21,-1999.4666666666667
3.900000000000001,22,-1915.4
3.900000000000001,23,-1981.1333333333334
3.900000000000001,24,-1966.8666666666666
3.900000000000001,25,-1899.0
3.900000000000001,26,-1967.2666666666667
3.900000000000001,27,-1974.0
3.900000000000001,28,-1964.5333333333333
3.900000000000001,29,-1932.4666666666667
3.900000000000001,30,-2019.2
3.900000000000001,31,-1934.0666666666666
3.900000000000001,32,-1904.6666666666667
3.900000000000001,33,-1959.3333333333333
3.900000000000001,34,-1978.4
3.900000000000001,35,-1951.6666666666667
3.900000000000001,36,-1975.4
3.900000000000001,37,-1993.2666666666667
3.900000000000001,38,-1994.5333333333333
3.900000000000001,39,-1997.5333333333333
4.1000000000000005,10,-1959.2666666666667
4.1000000000000005,11,-1953.0
4.1000000000000005,12,-1967.0666666666666
4.1000000000000005,13,-1937.6666666666667
4.1000000000000005,14,-1960.8
4.1000000000000005,15,-1978.6
4.1000000000000005,16,-1935.8666666666666
4.1000000000000005,17,-1924.2666666666667
4.1000000000000005,18,-2004.0666666666666
4.1000000000000005,19,-2063.4666666666667
4.1000000000000005,20,-1929.2666666666667
4.1000000000000005,21,-1961.7333333333333
4.1000000000000005,22,-1905.0
4.1000000000000005,23,-2001.0666666666666
4.1000000000000005,24,-1905.4666666666667
4.1000000000000005,25,-1922.1333333333334
4.1000000000000005,26,-2003.8
4.1000000000000005,27,-1946.6
4.1000000000000005,28,-1883.2666666666667
4.1000000000000005,29,-1932.5333333333333
4.1000000000000005,30,-1898.4
4.1000000000000005,31,-1979.4666666666667
4.1000000000000005,32,-1945.1333333333334
4.1000000000000005,33,-1975.6
4.1000000000000005,34,-1920.6
4.1000000000000005,35,-1967.2666666666667
4.1000000000000005,36,-1963.8666666666666
4.1000000000000005,37,-1931.6
4.1000000000000005,38,-1972.0666666666666
4.1000000000000005,39,-1885.2666666666667
4.300000000000001,10,-1970.1333333333334
4.300000000000001,11,-2000.2
4.300000000000001,12,-1921.9333333333334
4.300000000000001,13,-1984.7333333333333
4.300000000000001,14,-1928.5333333333333
4.300000000000001,15,-1934.2666666666667
4.300000000000001,16,-1961.6
4.300000000000001,17,-1973.0
4.300000000000001,18,-1982.6666666666667
4.300000000000001,19,-1940.1333333333334
4.300000000000001,20,-1927.2666666666667
4.300000000000001,21,-2000.8666666666666
4.300000000000001,22,-1946.5333333333333
4.300000000000001,23,-1981.8
4.300000000000001,24,-1992.2
4.300000000000001,25,-1981.6666666666667
4.300000000000001,26,-2012.4
4.300000000000001,27,-2016.4
4.300000000000001,28,-1914.0666666666666
4.300000000000001,29,-1971.1333333333334
4.300000000000001,30,-1963.2
4.300000000000001,31,-1944.0
4.300000000000001,32,-1947.0666666666666
4.300000000000001,33,-1902.2666666666667
4.300000000000001,34,-1943.6666666666667
4.300000000000001,35,-1974.4666666666667
4.300000000000001,36,-1958.6666666666667
4.300000000000001,37,-1949.9333333333334
4.300000000000001,38,-1944.6
4.300000000000001,39,-1959.5333333333333
4.500000000000001,10,-1942.2
4.500000000000001,11,-1997.4
4.500000000000001,12,-1962.8
4.500000000000001,13,-1998.6
4.500000000000001,14,-2016.2666666666667
4.500000000000001,15,-1977.5333333333333
4.500000000000001,16,-1961.1333333333334
4.500000000000001,17,-2010.7333333333333
4.500000000000001,18,-1964.0
4.500000000000001,19,-1955.2
4.500000000000001,20,-1965.6
4.500000000000001,21,-1928.4666666666667
4.500000000000001,22,-1907.4
4.500000000000001,23,-2003.0666666666666
4.500000000000001,24,-1905.6
4.500000000000001,25,-1962.1333333333334
4.500000000000001,26,-1910.2
4.500000000000001,27,-1970.4666666666667
4.500000000000001,28,-1950.5333333333333
4.500000000000001,29,-1947.4666666666667
4.500000000000001,30,-2016.1333333333334
4.500000000000001,31,-2041.7333333333333
4.500000000000001,32,-1977.6666666666667
4.500000000000001,33,-1947.5333333333333
4.500000000000001,34,-1911.6
4.500000000000001,35,-1938.0
4.500000000000001,36,-2005.9333333333334
4.500000000000001,37,-2013.4
4.500000000000001,38,-1939.0666666666666
4.500000000000001,39,-1991.0666666666666
4.7,10,-1985.3333333333333
4.7,11,-2032.2
4.7,12,-1917.0666666666666
4.7,13,-1900.4
4.7,14,-2008.2666666666667
4.7,15,-1972.9333333333334
4.7,16,-2015.5333333333333
4.7,17,-1934.6666666666667
4.7,18,-1963.2
4.7,19,-2022.4666666666667
4.7,20,-1939.7333333333333
4.7,21,-1941.6666666666667
4.7,22,-2030.1333333333334
4.7,23,-1960.0
4.7,24,-1968.5333333333333
4.7,25,-1964.3333333333333
4.7,26,-2012.6
4.7,27,-1961.9333333333334
4.7,28,-2034.2666666666667
4.7,29,-1925.3333333333333
4.7,30,-1871.6
4.7,31,-1948.3333333333333
4.7,32,-1960.0666666666666
4.7,33,-1982.7333333333333
4.7,34,-1982.0666666666666
4.7,35,-1947.3333333333333
4.7,36,-1964.2666666666667
4.7,37,-1978.4
4.7,38,-1993.7333333333333
4.7,39,-1917.8
4.9,10,-1980.0
4.9,11,-1973.5333333333333
4.9,12,-1965.6666666666667
4.9,13,-1979.6
4.9,14,-1926.6666666666667
4.9,15,-1927.1333333333334
4.9,16,-1896.0666666666666
4.9,17,-1969.6
4.9,18,-1933.4666666666667
4.9,19,-1981.9333333333334
4.9,20,-1961.1333333333334
4.9,21,-1990.8666666666666
4.9,22,-1946.6
4.9,23,-1927.7333333333333
4.9,24,-1975.5333333333333
4.9,25,-1997.2
4.9,26,-1969.0
