malusscore,time
5002100,0.01341557502746582
1303,0.16170763969421387
1053,0.31258225440979004
919,0.45334506034851074
836,0.6044533252716064
798,0.7450311183929443
754,0.8933041095733643
689,1.0458762645721436
652,1.1874034404754639
634,1.3285796642303467
608,1.480250358581543
592,1.6269676685333252
564,1.768099308013916
547,1.929443359375
542,2.097578287124634
533,2.245168924331665
522,2.3821239471435547
516,2.528965711593628
505,2.671766519546509
490,2.8198959827423096
480,2.9792301654815674
478,3.1393792629241943
476,3.300889492034912
467,3.4406979084014893
463,3.5979557037353516
462,3.7434914112091064
460,3.884589433670044
457,4.038961410522461
452,4.1940600872039795
446,4.344921588897705
425,4.479373216629028
418,4.6298298835754395
395,4.776525497436523
388,4.910887241363525
386,5.070951461791992
383,5.219585180282593
381,5.373523950576782
380,5.528972387313843
377,5.663874387741089
365,5.810375213623047
365,5.95000147819519
339,6.115198612213135
339,6.260977268218994
339,6.4098570346832275
338,6.563737154006958
338,6.70845890045166
337,6.8758039474487305
332,7.025568246841431
331,7.158711194992065
329,7.32559609413147
329,7.476205348968506
327,7.6218297481536865
327,7.7731688022613525
324,7.9211037158966064
323,8.056411504745483
323,8.211543798446655
323,8.35957145690918
323,8.511398077011108
322,8.65511178970337
322,8.79211974143982
322,8.945332050323486
320,9.07541561126709
317,9.236347913742065
316,9.385625839233398
315,9.539536952972412
315,9.70483922958374
315,9.855697631835938
312,10.022690296173096
312,10.193803548812866
311,10.337684631347656
311,10.506176710128784
311,10.669409990310669
311,10.836229801177979
310,10.994501113891602
308,11.142015218734741
308,11.30182433128357
308,11.468258380889893
304,11.6569664478302
304,11.821759939193726
304,11.987360715866089
304,12.155106782913208
303,12.319793939590454
302,12.48236346244812
301,12.63905382156372
301,12.798592329025269
301,12.931185722351074
301,13.072314739227295
299,13.213905334472656
299,13.355843544006348
297,13.505558490753174
297,13.651160478591919
297,13.801176071166992
296,13.939602613449097
287,14.086957216262817
287,14.22995138168335
287,14.367538928985596
285,14.524836778640747
284,14.665086507797241
284,14.81145167350769
283,14.953401565551758
283,15.081976413726807
283,15.233451128005981
283,15.384646892547607
283,15.511830806732178
283,15.668632745742798
283,15.816326141357422
283,15.952866554260254
283,16.096462965011597
283,16.225453853607178
283,16.37996244430542
283,16.524980306625366
283,16.659361600875854
283,16.805537700653076
283,16.96011233329773
283,17.102925539016724
283,17.252437353134155
281,17.40320634841919
281,17.532491207122803
280,17.69233512878418
280,17.831077575683594
280,17.9588463306427
280,18.10295534133911
280,18.24432635307312
280,18.381441354751587
280,18.542596578598022
280,18.676408529281616
280,18.819687128067017
280,18.946926593780518
280,19.086979627609253
280,19.22482681274414
280,19.36220693588257
280,19.509763479232788
280,19.654350996017456
280,19.792890548706055
280,19.93942141532898
279,20.08055067062378
279,20.212443351745605
279,20.36026644706726
279,20.485775470733643
278,20.648704051971436
278,20.79007339477539
278,20.923712015151978
278,21.07374382019043
277,21.206360340118408
277,21.34497094154358
277,21.49474859237671
277,21.639304876327515
277,21.777686595916748
277,21.92198395729065
275,22.05566096305847
275,22.191349267959595
275,22.339203596115112
272,22.479069232940674
271,22.615288496017456
271,22.74353289604187
271,22.897632837295532
271,23.041889190673828
270,23.19652271270752
270,23.337357997894287
270,23.479262590408325
270,23.63845157623291
269,23.775927305221558
269,23.93087363243103
269,24.073641061782837
269,24.203887939453125
269,24.353187322616577
269,24.503479957580566
268,24.647985219955444
267,24.79677653312683
267,24.94187903404236
263,25.08394169807434
263,25.220560789108276
263,25.356810569763184
263,25.49116611480713
261,25.63208842277527
261,25.773271560668945
261,25.918860912322998
261,26.055341005325317
261,26.198004961013794
261,26.332666397094727
261,26.479294061660767
261,26.60682511329651
261,26.751034259796143
261,26.886894941329956
261,27.031885862350464
261,27.1740300655365
261,27.316932439804077
261,27.46648597717285
261,27.60807752609253
261,27.745145797729492
261,27.886892318725586
261,28.02106738090515
261,28.1539204120636
261,28.295103311538696
261,28.43232274055481
261,28.58908462524414
261,28.734207153320312
261,28.868960857391357
261,29.010092735290527
261,29.151692152023315
261,29.29830050468445
261,29.447094202041626
261,29.587684392929077
261,29.735456228256226
261,29.86863684654236
260,30.009729862213135
260,30.1513249874115
260,30.301105260849
260,30.446850299835205
260,30.588002681732178
260,30.729602575302124
260,30.86817502975464
260,31.009350776672363
260,31.151017427444458
260,31.276485919952393
260,31.430338382720947
260,31.555887937545776
260,31.696982622146606
260,31.845603942871094
260,31.992347955703735
260,32.13041830062866
259,32.25950837135315
257,32.41595983505249
257,32.55759334564209
257,32.71435284614563
257,32.86546492576599
257,33.01077699661255
256,33.15239095687866
255,33.2935631275177
255,33.450825452804565
255,33.59191918373108
255,33.74909567832947
255,33.896392822265625
255,34.0622832775116
253,34.203404903411865
253,34.34898400306702
253,34.5099675655365
253,34.6576566696167
253,34.79878568649292
253,34.93575048446655
253,35.07966876029968
253,35.23633790016174
253,35.39708948135376
253,35.53974151611328
251,35.69110083580017
251,35.84372067451477
249,35.98926305770874
249,36.13826942443848
249,36.2864887714386
249,36.442567586898804
249,36.599363803863525
247,36.725144147872925
247,36.87916421890259
247,37.0203001499176
246,37.17029857635498
246,37.32415556907654
246,37.45619010925293
246,37.597283124923706
246,37.75904893875122
246,37.90792655944824
246,38.04951357841492
246,38.205690145492554
244,38.34592962265015
241,38.487102031707764
240,38.62822484970093
239,38.77755904197693
239,38.938302755355835
238,39.07993173599243
235,39.236690044403076
235,39.392080545425415
235,39.54930067062378
235,39.70609998703003
234,39.861910820007324
234,40.018129110336304
233,40.17530131340027
233,40.33120822906494
230,40.47031593322754
229,40.627070903778076
229,40.78433156013489
228,40.9495894908905
228,41.11143088340759
228,41.252986907958984
226,41.408920764923096
226,41.55113744735718
226,41.70735740661621
226,41.87468981742859
226,42.03655743598938
226,42.17819261550903
226,42.3317928314209
226,42.490901947021484
226,42.65420484542847
225,42.78930377960205
225,42.955044984817505
225,43.10229754447937
225,43.25951075553894
225,43.419718503952026
225,43.57216191291809
224,43.72896647453308
224,43.89104700088501
223,44.041568756103516
223,44.18267631530762
223,44.3578417301178
223,44.51392841339111
223,44.669652223587036
223,44.836421728134155
223,44.98255205154419
223,45.138527393341064
222,45.295791149139404
222,45.450355052948
222,45.60812520980835
222,45.76606321334839
222,45.918537855148315
222,46.075766801834106
222,46.252763986587524
222,46.40253257751465
222,46.56282901763916
222,46.71996259689331
222,46.870874881744385
219,47.02767610549927
219,47.169262170791626
218,47.33851337432861
218,47.49582624435425
218,47.636953592300415
218,47.80186653137207
218,47.963693141937256
217,48.10532832145691
217,48.26675248146057
217,48.41641354560852
217,48.58930063247681
216,48.74606418609619
216,48.899882555007935
216,49.069191455841064
216,49.21391320228577
216,49.37016677856445
216,49.52588486671448
216,49.68310499191284
216,49.83634114265442
216,49.99637579917908
216,50.15313673019409
216,50.32187628746033
216,50.47316765785217
216,50.62228870391846
216,50.79496383666992
216,50.93552589416504
216,51.092753410339355
216,51.24950575828552
216,51.39820218086243
216,51.546528577804565
216,51.703784704208374
216,51.850342988967896
216,52.0006902217865
216,52.14236116409302
216,52.29962754249573
216,52.45985722541809
216,52.61272668838501
216,52.75385856628418
216,52.91291546821594
216,53.06700253486633
216,53.22376346588135
216,53.38184595108032
216,53.5386483669281
215,53.69405484199524
215,53.84965395927429
215,54.022581577301025
215,54.18213152885437
215,54.33253622055054
215,54.48975872993469
215,54.65762186050415
215,54.81690001487732
215,54.95764708518982
215,55.11491107940674
215,55.27496314048767
215,55.42598605155945
215,55.584779262542725
215,55.74494791030884
215,55.89367461204529
215,56.05047392845154
215,56.20884847640991
215,56.36148285865784
215,56.51820635795593
215,56.674957513809204
215,56.83038544654846
215,56.98822045326233
215,57.128825664520264
215,57.292551040649414
215,57.44090294837952
215,57.59811449050903
215,57.7392897605896
215,57.89347052574158
215,58.03464221954346
215,58.20699214935303
215,58.3606173992157
215,58.49193596839905
215,58.62902855873108
215,58.785780906677246
215,58.92837738990784
215,59.073811769485474
215,59.221848487854004
215,59.359434604644775
215,59.4941565990448
215,59.63246154785156
215,59.791475772857666
215,59.928229331970215
215,60.0718150138855
215,60.2197060585022
215,60.355249643325806
215,60.50221395492554
215,60.64273762702942
215,60.78383493423462
215,60.92395567893982
215,61.072678327560425
215,61.21427917480469
215,61.3750422000885
215,61.50314211845398
215,61.6366822719574
215,61.79289674758911
215,61.92307662963867
215,62.0722222328186
215,62.20173406600952
