1,2,139.0
1,3,145.5
1,4,147.5
1,5,152.2
1,6,150.5
1,7,143.1
1,8,151.9
1,9,151.7
1,10,147.2
1,11,153.3
3,2,120.2
3,3,134.0
3,4,132.9
3,5,145.6
3,6,136.4
3,7,153.4
3,8,146.5
3,9,148.1
3,10,146.2
3,11,146.4
2,2,128.0
2,3,136.1
2,4,143.8
2,5,143.5
2,6,149.9
2,7,147.3
2,8,152.2
2,9,150.7
2,10,145.0
2,11,158.7
4,2,121.2
4,3,123.9
4,4,137.7
4,5,136.8
4,6,139.6
4,7,139.1
4,8,144.2
4,9,144.2
4,10,140.5
4,11,155.2
5,2,121.1
5,3,126.1
5,4,129.4
5,5,132.4
5,6,133.1
5,7,139.8
5,8,141.3
5,9,137.3
5,10,139.3
5,11,152.2
6,2,122.1
6,3,116.4
6,4,127.3
6,5,128.2
6,6,139.5
6,7,142.9
6,8,144.2
6,9,144.6
6,10,145.0
6,11,155.6
8,2,120.2
8,3,121.6
8,4,120.9
8,5,126.6
8,6,134.9
8,7,134.6
8,8,137.5
8,9,139.5
8,10,154.6
8,11,151.4
10,2,127.1
10,3,127.8
10,4,126.8
10,5,131.6
10,6,137.3
10,7,145.5
10,8,146.3
10,9,148.1
10,10,145.3
10,11,151.2
7,2,122.9
7,3,131.7
7,4,121.9
7,5,122.9
7,6,129.5
7,7,128.1
7,8,130.1
7,9,135.8
7,10,150.5
7,11,146.1
9,2,113.8
9,3,126.4
9,4,124.2
9,5,132.4
9,6,131.9
9,7,142.0
9,8,133.3
9,9,151.7
9,10,151.3
9,11,152.2
