malusscore,time
801,0.024205684661865234
799,0.031748056411743164
792,0.04741716384887695
783,0.06304311752319336
781,0.07866764068603516
761,0.09429240226745605
761,0.12600421905517578
753,0.1416759490966797
748,0.15729808807373047
722,0.17292475700378418
722,0.18854832649230957
701,0.20417356491088867
694,0.22484278678894043
682,0.2358863353729248
681,0.2515561580657959
668,0.2671818733215332
658,0.2828059196472168
644,0.2984306812286377
644,0.3251023292541504
632,0.33014559745788574
620,0.36143994331359863
604,0.36143994331359863
590,0.39269280433654785
573,0.40831518173217773
573,0.42548561096191406
573,0.440030574798584
569,0.4557006359100342
567,0.47132349014282227
567,0.4869508743286133
565,0.5184895992279053
565,0.5383865833282471
562,0.5585887432098389
561,0.5725829601287842
561,0.5836772918701172
561,0.5993325710296631
561,0.625471830368042
561,0.6466820240020752
559,0.662308931350708
555,0.6779322624206543
555,0.6935267448425293
545,0.7091844081878662
545,0.7258491516113281
541,0.7408943176269531
538,0.7721958160400391
536,0.787813663482666
534,0.8034389019012451
532,0.8260455131530762
530,0.8350551128387451
530,0.8507263660430908
528,0.8663196563720703
528,0.8975992202758789
525,0.9132256507873535
523,0.9293105602264404
523,0.9449498653411865
523,0.9762241840362549
523,0.9918205738067627
521,1.0074493885040283
521,1.0265834331512451
521,1.0390987396240234
521,1.0547351837158203
520,1.0703601837158203
518,1.0860223770141602
519,1.1016466617584229
519,1.1268131732940674
518,1.1333551406860352
518,1.1489901542663574
516,1.164649248123169
514,1.1802752017974854
511,1.2115240097045898
503,1.2270662784576416
503,1.2427382469177246
503,1.2583613395690918
501,1.2739851474761963
500,1.2896101474761963
500,1.3052356243133545
498,1.3274095058441162
497,1.3369529247283936
495,1.3682477474212646
491,1.3682477474212646
490,1.3838720321655273
488,1.399498701095581
485,1.4151239395141602
485,1.4468803405761719
483,1.4625048637390137
480,1.4781439304351807
478,1.4937541484832764
478,1.5093801021575928
478,1.5280487537384033
478,1.541090965270996
477,1.556760311126709
475,1.5723862648010254
473,1.588012933731079
471,1.603635549545288
471,1.6192607879638672
471,1.6353466510772705
471,1.6510169506072998
469,1.6666436195373535
467,1.6822659969329834
467,1.6978914737701416
467,1.7285597324371338
466,1.729600429534912
466,1.7452702522277832
454,1.776519775390625
454,1.792144775390625
454,1.807774305343628
452,1.8289384841918945
450,1.8394806385040283
450,1.8551509380340576
449,1.8707396984100342
448,1.8864068984985352
446,1.902026891708374
446,1.9176504611968994
444,1.9493072032928467
444,1.9649293422698975
443,1.980557918548584
442,1.9962241649627686
440,2.0272984504699707
439,2.043560266494751
438,2.059560537338257
438,2.0648529529571533
438,2.080515146255493
438,2.096140146255493
438,2.129401206970215
437,2.1480889320373535
435,2.166144847869873
435,2.181131601333618
434,2.197902202606201
434,2.213534355163574
430,2.2334816455841064
430,2.2530949115753174
430,2.2740962505340576
430,2.28220272064209
429,2.297863483428955
427,2.3134920597076416
427,2.3469676971435547
427,2.3651065826416016
425,2.384294271469116
424,2.4012911319732666
423,2.4154367446899414
422,2.431025743484497
422,2.446695566177368
