malusscore,time
823,0.03200483322143555
823,0.04759573936462402
759,0.05012154579162598
725,0.0808861255645752
704,0.0832221508026123
702,0.11531615257263184
685,0.1340930461883545
684,0.15085458755493164
684,0.16746997833251953
684,0.1837613582611084
683,0.19986724853515625
681,0.2242748737335205
681,0.2484724521636963
678,0.26506972312927246
677,0.2877054214477539
675,0.30201196670532227
669,0.32466650009155273
648,0.33315086364746094
648,0.34946560859680176
634,0.36624765396118164
631,0.38669800758361816
631,0.3995063304901123
627,0.4162890911102295
613,0.433178186416626
610,0.44995880126953125
608,0.4671204090118408
607,0.4832723140716553
602,0.5001411437988281
596,0.5184252262115479
594,0.537686824798584
590,0.5536868572235107
587,0.5716893672943115
585,0.5906774997711182
585,0.5970780849456787
567,0.6208271980285645
567,0.6393797397613525
558,0.6502697467803955
554,0.6726241111755371
552,0.6896228790283203
552,0.7048728466033936
550,0.723947286605835
541,0.7395329475402832
541,0.7535340785980225
540,0.7636311054229736
529,0.7923479080200195
526,0.8133509159088135
525,0.8303062915802002
524,0.845919132232666
520,0.8615450859069824
515,0.8940322399139404
510,0.9094271659851074
510,0.932011604309082
507,0.9495725631713867
505,0.966123104095459
502,0.9828352928161621
503,0.9995522499084473
503,1.0158920288085938
502,1.0399417877197266
502,1.0579419136047363
502,1.0650475025177002
499,1.0807111263275146
497,1.0963361263275146
494,1.1280462741851807
493,1.1280462741851807
488,1.1593403816223145
486,1.1749660968780518
484,1.1905906200408936
484,1.2062151432037354
482,1.2218422889709473
480,1.2379274368286133
478,1.253600835800171
476,1.2692224979400635
474,1.284846544265747
472,1.3004717826843262
472,1.3160970211029053
472,1.3321821689605713
468,1.3478515148162842
466,1.3634591102600098
466,1.3791015148162842
465,1.394728183746338
464,1.4103515148162842
463,1.4278242588043213
463,1.444798469543457
461,1.4638230800628662
460,1.4663474559783936
458,1.4935815334320068
458,1.5105819702148438
458,1.5246236324310303
456,1.5452163219451904
453,1.5622155666351318
451,1.5771782398223877
450,1.5795328617095947
448,1.610823392868042
444,1.626335859298706
442,1.6419737339019775
442,1.6419737339019775
440,1.673222303390503
440,1.6919667720794678
440,1.7109668254852295
440,1.7127552032470703
437,1.739987850189209
430,1.756950855255127
428,1.7739510536193848
426,1.7939510345458984
425,1.8089511394500732
425,1.8284730911254883
424,1.849473476409912
422,1.8686187267303467
422,1.8876183032989502
420,1.9076180458068848
420,1.929950475692749
418,1.9498505592346191
414,1.9708526134490967
413,1.9949226379394531
411,2.010592460632324
411,2.0266950130462646
411,2.042238235473633
411,2.0579135417938232
408,2.0735397338867188
407,2.089158296585083
405,2.104783058166504
399,2.126950263977051
399,2.149322986602783
394,2.1653435230255127
392,2.182374954223633
391,2.1963398456573486
390,2.2113404273986816
390,2.225381374359131
389,2.2328171730041504
387,2.2606306076049805
387,2.272632598876953
387,2.2790207862854004
386,2.3096539974212646
386,2.328899383544922
386,2.344442367553711
386,2.344442367553711
386,2.375737190246582
386,2.391361713409424
384,2.4069900512695312
382,2.427152395248413
382,2.4386942386627197
381,2.454362630844116
379,2.469987630844116
379,2.485614061355591
379,2.5012388229370117
378,2.5211567878723145
378,2.541686773300171
378,2.558685302734375
378,2.5761122703552246
378,2.5921082496643066
377,2.6113836765289307
377,2.6299824714660645
375,2.64398193359375
375,2.658982276916504
374,2.67695951461792
374,2.692629098892212
373,2.7082579135894775
373,2.727355480194092
373,2.761910915374756
373,2.78289794921875
372,2.8019330501556396
372,2.8179755210876465
372,2.8375630378723145
371,2.8486361503601074
371,2.874699831008911
371,2.8906984329223633
371,2.909696102142334
371,2.9283859729766846
371,2.943429708480835
371,2.966550588607788
370,2.980548858642578
369,2.9925498962402344
367,2.994940996170044
367,3.010603666305542
367,3.0423171520233154
367,3.0579872131347656
366,3.0736114978790283
366,3.0892412662506104
365,3.104860305786133
364,3.128032922744751
364,3.1365811824798584
364,3.1522507667541504
364,3.183500289916992
363,3.1991260051727295
361,3.214752435684204
361,3.2308390140533447
361,3.2465083599090576
360,3.2621333599090576
360,3.2777607440948486
360,3.2933855056762695
358,3.309008836746216
357,3.328674793243408
357,3.3407156467437744
357,3.3563828468322754
357,3.3876352310180664
357,3.4032580852508545
357,3.4188830852508545
357,3.434969186782837
357,3.450637102127075
356,3.4779767990112305
354,3.492009401321411
354,3.5090110301971436
354,3.5277469158172607
354,3.529289960861206
354,3.5595035552978516
354,3.575129747390747
354,3.5907552242279053
354,3.606379508972168
354,3.6220037937164307
354,3.638089418411255
354,3.653757333755493
353,3.669384479522705
352,3.685009002685547
351,3.700632333755493
351,3.729804754257202
351,3.7323458194732666
351,3.7480154037475586
351,3.7636425495147705
351,3.7948906421661377
351,3.8105151653289795
350,3.8301806449890137
349,3.842226028442383
349,3.857895612716675
349,3.8735263347625732
350,3.8891441822052
350,3.9203948974609375
350,3.936481237411499
350,3.952153205871582
346,3.952153205871582
344,3.9677791595458984
344,3.9990243911743164
342,4.01465106010437
342,4.030814170837402
342,4.046357870101929
342,4.062025308609009
342,4.077650308609009
338,4.09327507019043
338,4.1089026927948
338,4.131071090698242
338,4.156285047531128
338,4.171910524368286
338,4.18753719329834
338,4.203165054321289
336,4.231330394744873
336,4.2505412101745605
336,4.266165018081665
335,4.281792879104614
335,4.313041925430298
332,4.331707954406738
332,4.34475040435791
332,4.360422849655151
332,4.376048564910889
332,4.39167046546936
332,4.407294750213623
332,4.431962728500366
332,4.43900728225708
331,4.470302104949951
331,4.485926866531372
331,4.501551628112793
329,4.517180919647217
329,4.533267259597778
329,4.548936128616333
328,4.564561367034912
327,4.58018684387207
327,4.611435890197754
327,4.6270599365234375
327,4.643145799636841
327,4.658813714981079
328,4.67444109916687
328,4.70569109916687
328,4.721314907073975
328,4.737400531768799
328,4.7530694007873535
328,4.768696308135986
328,4.784320831298828
328,4.799945116043091
327,4.8155341148376465
327,4.833238124847412
327,4.862953186035156
327,4.878575801849365
327,4.89419960975647
327,4.909824371337891
327,4.933492183685303
327,4.9415411949157715
327,4.95720911026001
