1,86.0,77.0,71.0,64.0,101.0,86.0
8,92.0,91.0,86.0,72.0,79.0,75.0
2,70.0,101.0,89.0,93.0,94.0,88.0
3,71.0,77.0,67.0,87.0,83.0,118.0
7,71.0,83.0,84.0,94.0,90.0,93.0
6,75.0,86.0,83.0,88.0,84.0,82.0
4,74.0,63.0,79.0,105.0,103.0,85.0
5,81.0,89.0,77.0,85.0,98.0,83.0
