Room Capacity,Fifth Slot Usage,Double Acts,Single Gaps,Double Gaps,Triple Gaps,Total
555,5,794,298,279,0,1931
435,0,782,343,483,0,2043
400,5,914,302,447,0,2068
457,5,698,376,366,0,1902
455,0,752,327,357,0,1891
431,5,895,358,237,0,1926
476,5,738,383,222,0,1824
350,10,718,310,324,0,1712
377,0,761,330,312,0,1780
386,0,947,338,342,0,2013
