malusscore,time
825,0.0
832,0.11380434036254883
819,0.23976707458496094
765,0.34964752197265625
719,0.49225807189941406
709,0.6140289306640625
705,0.7403671741485596
704,0.8346281051635742
717,0.9715723991394043
701,1.0734708309173584
708,1.1912217140197754
705,1.3168456554412842
700,1.4304168224334717
691,1.5516111850738525
675,1.6482019424438477
673,1.786623239517212
650,1.9291760921478271
652,2.046574354171753
629,2.1660306453704834
621,2.288604736328125
627,2.3774375915527344
601,2.4847912788391113
601,2.5911178588867188
613,2.7185611724853516
630,2.824455738067627
606,2.945868492126465
591,3.0714173316955566
573,3.196255922317505
575,3.327801465988159
578,3.443814992904663
570,3.563239336013794
577,3.6893866062164307
580,3.8077852725982666
578,3.9131460189819336
578,4.028890132904053
586,4.154826641082764
608,4.276235103607178
609,4.386074542999268
592,4.4803245067596436
589,4.60423469543457
570,4.7224438190460205
561,4.843078851699829
572,4.965246915817261
588,5.077211380004883
587,5.194514751434326
586,5.308233022689819
610,5.417630195617676
584,5.526588201522827
576,5.6402506828308105
584,5.740206956863403
581,5.859623432159424
570,5.966288805007935
576,6.100952863693237
596,6.2095630168914795
576,6.344456195831299
592,6.4663166999816895
621,6.576837539672852
602,6.70447301864624
601,6.823740005493164
585,6.932955026626587
571,7.023468732833862
575,7.143157005310059
579,7.270504951477051
569,7.376376390457153
558,7.510490417480469
584,7.639981985092163
566,7.75815749168396
565,7.8731653690338135
563,7.993366003036499
589,8.116185903549194
592,8.219588279724121
578,8.352965831756592
568,8.467467546463013
560,8.579069375991821
544,8.67121434211731
545,8.781093835830688
561,8.909500122070312
539,9.023512601852417
539,9.140004634857178
518,9.250338554382324
511,9.360221862792969
520,9.493061780929565
526,9.592848300933838
551,9.719239711761475
532,9.84476351737976
522,9.955112218856812
517,10.056557893753052
510,10.171501874923706
517,10.265761613845825
516,10.389962434768677
534,10.52733564376831
543,10.650000810623169
535,10.765872240066528
534,10.886512994766235
541,11.003684759140015
561,11.127881526947021
547,11.237956047058105
541,11.350677251815796
556,11.46984601020813
538,11.566202163696289
529,11.691757202148438
520,11.804419994354248
515,11.922586679458618
497,12.03615140914917
498,12.14680814743042
510,12.266486167907715
517,12.388465166091919
509,12.505520820617676
506,12.62120270729065
504,12.737649202346802
502,12.85409927368164
501,12.964677572250366
504,13.079833507537842
492,13.195107460021973
475,13.374464511871338
480,13.571621179580688
506,13.733810186386108
488,13.875193357467651
500,13.989749431610107
472,14.123579502105713
462,14.244892597198486
469,14.352237939834595
480,14.485182523727417
471,14.602236270904541
476,14.715118646621704
482,14.840590476989746
456,14.969285726547241
451,15.120504379272461
456,15.304371356964111
474,15.429264307022095
469,15.568880081176758
453,15.681935548782349
448,15.789796590805054
455,15.904348611831665
459,16.013757705688477
460,16.133062601089478
456,16.258429765701294
450,16.362971544265747
461,16.477868795394897
465,16.590105772018433
454,16.700296878814697
457,16.81995725631714
452,16.91289758682251
444,17.038416385650635
459,17.159597873687744
448,17.273174047470093
440,17.38295865058899
428,17.480398893356323
419,17.594213008880615
420,17.70443034172058
429,17.828078985214233
419,17.91595435142517
432,18.02587604522705
441,18.132373094558716
435,18.263328313827515
442,18.379553079605103
447,18.489431142807007
447,18.615121603012085
449,18.72499370574951
441,18.879693508148193
437,19.005234956741333
430,19.119221687316895
442,19.230525732040405
436,19.344897747039795
434,19.464977025985718
424,19.585405111312866
416,19.68101406097412
410,19.790854930877686
413,19.905792713165283
400,19.991527795791626
399,20.114800453186035
387,20.208513498306274
382,20.318355798721313
376,20.427778005599976
372,20.52199935913086
378,20.662298679351807
380,20.762553215026855
378,20.870334148406982
361,20.96320605278015
354,21.08282208442688
358,21.178804636001587
359,21.304309368133545
360,21.410202741622925
356,21.50898504257202
349,21.611629486083984
354,21.723811149597168
349,21.82859992980957
352,21.931498050689697
350,22.04909372329712
343,22.155126810073853
335,22.264605045318604
340,22.366402626037598
342,22.480263471603394
330,22.615185976028442
337,22.719735860824585
