malusscore,time
824,0.005000114440917969
816,0.1325383186340332
786,0.2554609775543213
817,0.36524057388305664
792,0.4750247001647949
789,0.6060419082641602
761,0.7158219814300537
754,0.841620683670044
728,0.9670445919036865
695,1.0908055305480957
690,1.2091383934020996
693,1.3443951606750488
685,1.4550068378448486
683,1.5960474014282227
681,1.737602949142456
677,1.8630421161651611
699,1.9884424209594727
678,2.1135566234588623
667,2.2337074279785156
677,2.3449671268463135
658,2.4563915729522705
657,2.5880913734436035
668,2.706653356552124
634,2.8269338607788086
628,2.9400432109832764
620,3.041550397872925
633,3.174852132797241
639,3.35829496383667
624,3.490631580352783
636,3.621828079223633
639,3.7456114292144775
635,3.873731851577759
634,3.991227388381958
650,4.108745336532593
652,4.2213006019592285
640,4.34149694442749
640,4.456346750259399
654,4.571748971939087
669,4.671756982803345
653,4.804874420166016
652,4.9224021434783936
652,5.0422210693359375
643,5.156888246536255
635,5.260296106338501
593,5.38905143737793
588,5.510268926620483
590,5.639016389846802
591,5.757568359375
589,5.87190842628479
605,6.003176689147949
589,6.113101005554199
592,6.241672039031982
589,6.352773904800415
607,6.46947455406189
600,6.593275308609009
595,6.73117208480835
571,6.839506387710571
571,6.9491846561431885
580,7.048118591308594
567,7.176673889160156
566,7.268723249435425
572,7.387877702713013
580,7.491352558135986
591,7.5996174812316895
582,7.710693120956421
587,7.829194784164429
589,7.941725730895996
576,8.045305013656616
552,8.151272296905518
532,8.261146545410156
525,8.384764671325684
557,8.518498659133911
572,8.646071434020996
561,8.783945083618164
553,8.884933471679688
538,9.00140118598938
534,9.11803126335144
541,9.248201131820679
536,9.363282442092896
531,9.48698878288269
522,9.606650829315186
520,9.71300196647644
534,9.833818674087524
544,9.9501633644104
544,10.071686744689941
541,10.17864179611206
531,10.286243438720703
557,10.39527678489685
548,10.515825986862183
528,10.633833408355713
520,10.752351760864258
532,10.867482662200928
528,10.986031770706177
527,11.103248119354248
526,11.216332197189331
517,11.32582426071167
521,11.435234546661377
523,11.542407035827637
524,11.648315668106079
501,11.757609128952026
506,11.885765314102173
493,11.998971462249756
497,12.101084470748901
483,12.202741384506226
483,12.321994304656982
469,12.435748100280762
478,12.565998554229736
476,12.67902159690857
481,12.780591487884521
463,12.904748678207397
464,13.01844072341919
463,13.135318994522095
464,13.259085178375244
483,13.36341118812561
484,13.489280700683594
486,13.599807262420654
496,13.701133012771606
489,13.828975677490234
497,13.950819969177246
496,14.071236610412598
490,14.192945718765259
497,14.312230587005615
498,14.423105955123901
485,14.543795108795166
487,14.651532173156738
498,14.766843557357788
503,14.893371343612671
480,14.995368957519531
483,15.11983346939087
475,15.239750146865845
484,15.382729053497314
466,15.497869729995728
462,15.612678050994873
451,15.748328447341919
436,15.87979531288147
424,15.997463464736938
414,16.12953758239746
404,16.256006956100464
406,16.37808656692505
404,16.487606287002563
391,16.588256120681763
391,16.71375799179077
394,16.830992937088013
391,16.938889741897583
398,17.075950622558594
410,17.19275450706482
405,17.302594423294067
407,17.427265882492065
397,17.52151894569397
395,17.651888847351074
405,17.769832611083984
411,17.89446449279785
412,17.99102783203125
412,18.100905895233154
409,18.210782766342163
400,18.32647204399109
396,18.4399094581604
400,18.561795473098755
397,18.671533346176147
401,18.792269945144653
390,18.89120364189148
403,19.05108404159546
397,19.160611391067505
399,19.25894522666931
382,19.38688015937805
397,19.505293607711792
402,19.606176137924194
400,19.72512912750244
404,19.81944489479065
401,19.91366219520569
385,20.039174795150757
388,20.173429012298584
380,20.285815000534058
379,20.390416383743286
367,20.500335216522217
360,20.62421751022339
361,20.73648691177368
359,20.858999967575073
355,20.977001428604126
348,21.10491108894348
334,21.21831440925598
335,21.324883460998535
328,21.44023823738098
337,21.554118156433105
337,21.65951633453369
333,21.795647621154785
330,21.904276847839355
323,22.023139715194702
326,22.134172439575195
332,22.252392530441284
323,22.369560956954956
335,22.4856173992157
333,22.58739137649536
332,22.71027374267578
330,22.82402515411377
330,22.93712854385376
331,23.03271460533142
318,23.16158676147461
325,23.27056884765625
326,23.397881984710693
333,23.516382455825806
323,23.615793704986572
320,23.73448371887207
317,23.84997820854187
322,23.983633756637573
322,24.069876670837402
315,24.195425987243652
315,24.305299997329712
315,24.415186643600464
